,electricity,heat,pv,temp_air,ghi,dhi,wind_speed,pressure,temp_dew,h2_demand
2022-08-13 02:45:00+00:00,35.80110497237183,16.149024695943808,0.0,13.754545411599429,0.0,0.0,0.7108003039955093,101391.99999999996,10.000000000000002,3.5801104972371833
2022-08-13 03:00:00+00:00,32.17679558019154,14.219268926059158,0.0,13.43181817026558,0.0,0.0,1.05,101391.0,9.945454545454544,3.217679558019154
2022-08-13 03:15:00+00:00,31.77900552470237,14.219268926030054,0.0,13.454545454545451,0.0,0.0,1.14,101394.00000000004,9.972727272727276,3.177900552470237
2022-08-13 03:30:00+00:00,32.0,14.219268926048244,0.0,13.349999992476413,0.0,0.0,1.02,101395.00000000004,9.886363636363638,3.2
2022-08-13 03:45:00+00:00,28.04198895045556,15.99099900092915,0.0,13.236363636363643,0.2597454156055802,0.0,0.8999999999999999,101386.0,9.827272727272728,2.8041988950455563
2022-08-13 04:00:00+00:00,31.953072625678036,19.217880422809685,0.0,13.23181818181776,1.0907257732152127,0.2577644543772406,0.98,101386.0,9.772727272702632,3.1953072625678036
2022-08-13 04:15:00+00:00,24.223463687114418,19.21788042258777,0.0,12.918181818181823,4.444444444444445,2.6666666666666665,1.0199999999999998,101384.00000000006,9.836363636363638,2.422346368711442
2022-08-13 04:30:00+00:00,28.0,19.21788042278422,0.2776064548648496,13.12272727272721,15.83334252859511,11.166666699994469,0.7790286361888801,101379.99999999996,9.803762080347171,2.8
2022-08-13 04:45:00+00:00,27.977653631241992,20.63082127259986,2.285366167379569,13.536363636337288,39.16666666663858,20.666665764207835,0.7799999999999999,101383.99999999994,10.026542706791613,2.797765363124199
2022-08-13 05:00:00+00:00,32.0,23.216769620386916,5.016134287052578,14.486363651198165,71.65583972485311,29.333333333569165,0.6300000001819113,101381.99999999996,10.139210713503918,3.2
2022-08-13 05:15:00+00:00,35.754189944127575,23.216769620168638,7.8275857162964995,15.963014585858314,105.83333293989308,37.00000000021063,0.7999999999999998,101388.0,10.519796400969645,3.5754189944127575
2022-08-13 05:30:00+00:00,27.955307262483984,23.216769620186824,10.43318383167436,17.172934339052826,142.91666666666643,43.52720612812384,0.6600000031551787,101382.99999999996,10.677205782953225,2.7955307262483986
2022-08-13 05:45:00+00:00,28.268156424630437,22.860345051009062,12.73995753597706,18.119097632114144,180.8333333333333,49.5820448481779,0.8,101388.0,10.722313965462918,2.8268156424630435
2022-08-13 06:00:00+00:00,27.977653631241992,22.204838666926666,14.838750742911587,18.699903627915468,219.02755673316128,55.13189572624043,0.8399999999999999,101385.0,10.85341830462182,2.797765363124199
2022-08-13 06:15:00+00:00,27.979391682194542,22.20483866644281,16.79857663329724,19.477817323519243,259.44435412188216,59.85536271533087,1.0799999999999998,101384.00000000004,10.694161407710803,2.7979391682194543
2022-08-13 06:30:00+00:00,27.97961939848028,22.20483866669747,18.71665897570328,20.38855912822438,298.05555549604406,64.16666666666666,1.05,101385.00000000004,10.959629823751666,2.797961939848028
2022-08-13 06:45:00+00:00,31.668508287286382,16.60015819576074,20.475307194119107,21.155014876162664,335.83333333333354,68.66666666666666,1.13999999999982,101388.0,11.302844137871109,3.1668508287286383
2022-08-13 07:00:00+00:00,43.60220994474366,6.140467890127184,22.124970103224097,22.50422442792752,374.5833333326087,73.83333309098617,1.2205287028345482,101396.00000000004,11.557709493826277,4.360220994474366
2022-08-13 07:15:00+00:00,32.353591160150245,6.140467890370928,23.66675666377022,23.58570113495164,412.7777777777776,79.33333333333337,1.538878922947411,101400.00000000004,11.454545454545457,3.2353591160150246
2022-08-13 07:30:00+00:00,27.95580110512674,6.140467890352738,25.10200793938449,24.242067878720803,448.0277776124069,80.91666666666666,1.4499999999999995,101399.00000000004,11.763972663316316,2.795580110512674
2022-08-13 07:45:00+00:00,20.37569060758688,4.754763598411955,26.43280105606777,25.02519807119329,481.6666666666667,81.24999999999999,1.540000000126316,101394.00000000004,11.95877402723768,2.037569060758688
2022-08-13 08:00:00+00:00,24.0,2.1432439713244094,27.66194081966354,25.77216983273478,521.8619232750309,85.20833333333334,1.5200000000183986,101399.99999999996,11.659090909090908,2.4
2022-08-13 08:15:00+00:00,23.997912829974663,2.1432439715972578,30.20635758542236,26.42727272727272,548.3333333333334,89.56682833336839,1.8800000000000003,101402.00000000004,11.772727272727268,2.3997912829974664
2022-08-13 08:30:00+00:00,23.626396562438455,2.143243971589982,31.394797823383723,26.860490029172976,575.6666666666667,94.16666666666669,2.128396595106187,101406.00000000004,11.792195230050869,2.3626396562438456
2022-08-13 08:45:00+00:00,20.353591160150245,1.7974010652906145,32.481682721435526,27.445454545454545,612.4193481135039,97.5,2.18,101408.0,11.825807983349414,2.0353591160150244
2022-08-13 09:00:00+00:00,23.97790055256337,1.1424124102013593,33.47033162168827,27.772727272727263,644.8333333269677,100.208333147351,2.579122383430187,101400.99999999996,11.572727272727278,2.397790055256337
2022-08-13 09:15:00+00:00,24.009917203569785,1.1424124101613415,34.36414119518124,28.19675170459594,666.9999999387866,102.5,2.9075273428277724,101388.0,11.700000000000005,2.4009917203569784
2022-08-13 09:30:00+00:00,19.99008279643021,1.1424124101940831,35.16640280090736,28.393752065537637,683.5000092620348,107.08333333333334,2.821989524686718,101378.0,11.671771299216076,1.999008279643021
2022-08-13 09:45:00+00:00,24.0,2.5014684904163005,35.880182601745915,28.636363636341365,715.1218421270042,109.99999999999996,3.5616023700459314,101370.0,11.827272727272728,2.4
2022-08-13 10:00:00+00:00,23.5801104970742,5.139636175528722,36.50824736059969,28.78603522986256,701.9213218006624,121.45833333333334,3.8400893755232506,101357.0,11.800022452284654,2.3580110497074203
2022-08-13 10:15:00+00:00,24.0397790055722,5.139636175535998,37.05302119871138,28.79724470568388,746.6666666919053,135.00000000000003,3.684440318176589,101341.99999999996,11.536363636377148,2.40397790055722
2022-08-13 10:30:00+00:00,23.995530726388097,5.139636175314081,37.516562863490414,29.18181820286231,726.6666666666667,142.50000000000003,3.8751561168958326,101322.00000000004,11.69545454545454,2.3995530726388097
2022-08-13 10:45:00+00:00,20.4044692737516,4.130663918858772,39.43774034017381,29.27272727271574,712.0000005253613,152.88798032477203,4.152288490645021,101310.0,11.9,2.04044692737516
2022-08-13 11:00:00+00:00,20.0,2.1426888786554628,39.77588433132424,29.32615155585529,692.9999999999998,164.58333333333334,4.155411448118478,101299.00000000004,11.763636363645343,2.0
2022-08-13 11:15:00+00:00,23.997765362728387,2.142688878637273,40.03139890861365,29.60909090909091,751.9999999999668,194.16666666666669,3.9481299854735727,101290.0,11.94545454565711,2.3997765362728387
2022-08-13 11:30:00+00:00,19.977653631707653,2.142688878648187,40.204894676440965,29.535952151479087,624.5000000000001,200.83333333236007,3.934709841770424,101277.0,11.980499603001991,1.9977653631707653
2022-08-13 11:45:00+00:00,23.959207044215876,2.476669306688564,40.29654639890905,29.917589505659627,715.3333333333335,207.29280228858053,4.04,101262.0,11.827272727272724,2.3959207044215876
2022-08-13 12:00:00+00:00,23.5320406279061,3.1413014543541067,40.30607965578777,29.872727272727264,709.0,200.83333333333331,3.991177592587272,101255.99999999996,12.062115922830886,2.35320406279061
2022-08-13 12:15:00+00:00,20.4692449355498,3.1413014543577447,40.23275146789835,29.89696932336092,542.0,209.46386013352875,4.420000000000002,101244.0,11.881818181818188,2.0469244935549797
2022-08-13 12:30:00+00:00,23.97790055256337,3.141301454321365,40.07532353838932,29.845856632115584,568.6666666666666,223.124999849144,4.362742307337157,101226.99999999996,12.08286306883334,2.397790055256337
2022-08-13 12:45:00+00:00,19.97790055233054,3.1418526937086426,38.18356994668452,30.11818181818181,687.0000000000001,215.83333333333337,3.062650566206289,101208.0,12.236364012954075,1.9977900552330539
2022-08-13 13:00:00+00:00,23.97790055256337,3.1429662707341777,37.86285530297959,29.93636363636363,548.6666666666665,224.5091347103001,4.079999998855028,101197.0,11.986363636266171,2.397790055256337
2022-08-13 13:15:00+00:00,24.0,3.1429662709779222,37.45712295155875,30.399103089984475,493.8888888888887,237.66666678795343,4.104566233794195,101184.0,12.27272727272727,2.4
2022-08-13 13:30:00+00:00,23.425414364552125,3.1429662709742843,36.96307927058687,30.09481794085366,554.1666667014274,226.1666684635967,3.904405040358189,101173.0,12.31922187674982,2.3425414364552126
2022-08-13 13:45:00+00:00,23.98765393998474,2.490729326025757,36.37673031030082,30.18181818181868,580.2777777777777,194.0000442680854,3.959999999999999,101164.0,12.336363636363629,2.398765393998474
2022-08-13 14:00:00+00:00,20.558659218018875,1.166570153702196,35.6932989802196,30.395454545454545,529.4444444444442,223.0000107237948,3.689999997768776,101151.99999999996,12.218181813937852,2.0558659218018875
2022-08-13 14:15:00+00:00,24.0,1.16657015369492,34.90713310506478,30.500000000004103,431.1111111111112,206.0000277812299,4.4,101140.0,12.690909090909098,2.4
2022-08-13 14:30:00+00:00,23.95865921769291,1.1665701534657271,34.01160699217239,30.23636363636364,498.8888888888889,190.16666666666677,4.157224669815609,101128.99999999996,12.545454545454549,2.3958659217692913
2022-08-13 14:45:00+00:00,23.981215469772,2.4613500071245653,32.99902297041958,29.99090909090912,388.3333333333335,176.0,4.080000000000001,101112.0,12.731227383082558,2.3981215469772
2022-08-13 15:00:00+00:00,24.0,5.130181949269172,29.793919312881943,30.21385666051086,405.5555555555556,178.83333454992595,4.060000000000001,101100.0,12.93211592309286,2.4
2022-08-13 15:15:00+00:00,23.33701657457277,5.130181949491089,28.65718488892053,30.048692274890858,380.5555555555555,152.33333333333334,4.09545878637289,101086.0,12.909090909090908,2.3337016574572766
2022-08-13 15:30:00+00:00,24.640883977757767,5.130181949269172,27.391545719201428,30.277272727272734,421.6666666661853,146.3333333333625,3.970000000973623,101063.99999999996,12.804545454545456,2.4640883977757766
2022-08-13 15:45:00+00:00,24.46310620009899,3.954228202732338,25.985292406845964,30.20952714587472,365.2777012300016,126.99998588910988,4.399999999999999,101044.00000000004,12.900000000000006,2.446310620009899
2022-08-13 16:00:00+00:00,26.100429711630568,1.166292915255326,24.425359790815545,29.916261038508974,353.33333333348446,115.33242917840606,4.233175281387693,101032.0,12.922727272727276,2.6100429711630566
2022-08-13 16:15:00+00:00,23.97790055256337,1.1662929150370474,22.69755680378174,29.71817945830489,283.33333333333326,107.33333454764558,4.779999992852591,101022.00000000004,13.036363636363632,2.397790055256337
