time,electricity demand (W),heat demand (W),PV (W/Wp)
2025-11-17 06:00:00+01:00,94.81666666666666,1639.4128437652594,0.0
2025-11-17 07:00:00+01:00,94.3,2062.718567100709,0.0
2025-11-17 08:00:00+01:00,102.83333333333333,1937.1617847554485,13.266666666666667
2025-11-17 09:00:00+01:00,191.63333333333333,1847.478368794548,46.95057471264367
2025-11-17 10:00:00+01:00,95.98333333333333,1757.794952833648,78.27011494252874
2025-11-17 11:00:00+01:00,235.38333333333333,1664.5242002343111,74.86896551724138
2025-11-17 12:00:00+01:00,966.6833333333333,1607.1268140193351,121.5103448275862
2025-11-17 13:00:00+01:00,647.15,1574.8407842734111,52.770114942528735
2025-11-17 14:00:00+01:00,126.53333333333333,1582.0154575502831,15.978160919540231
2025-11-17 15:00:00+01:00,142.05,1610.7141506577711,4.266666666666667
2025-11-17 16:00:00+01:00,222.53333333333333,1664.5242002343111,0.4804597701149425
2025-11-17 17:00:00+01:00,149.7,1732.6835963645956,0.0
2025-11-17 18:00:00+01:00,150.38333333333333,1800.84299249488,0.0
2025-11-17 19:00:00+01:00,201.4,1818.7796756870603,0.0
2025-11-17 20:00:00+01:00,133.55,1811.6050024101883,0.0
2025-11-17 21:00:00+01:00,115.9,1725.5089230877234,0.0
2025-11-17 22:00:00+01:00,96.15,1524.6180713353067,0.0
2025-11-17 23:00:00+01:00,91.43333333333334,1076.200991530805,0.0
2025-11-18 00:00:00+01:00,107.75,860.9607932246439,0.0
2025-11-18 01:00:00+01:00,90.55,688.5155705395707,0.0
2025-11-18 02:00:00+01:00,98.05,600.9792500542507,0.0
2025-11-18 03:00:00+01:00,97.75,628.5828186108746,0.0
2025-11-18 04:00:00+01:00,93.5,722.5765111134353,0.0
2025-11-18 05:00:00+01:00,89.08333333333333,978.1218626047723,0.0
2025-11-18 06:00:00+01:00,89.81666666666666,1445.1530222268707,0.0
2025-11-18 07:00:00+01:00,84.88333333333334,1829.9397009092286,0.0
2025-11-18 08:00:00+01:00,155.2,1694.8237679367978,7.679310344827586
2025-11-18 09:00:00+01:00,99.86666666666666,1545.0213205108414,19.501149425287355
2025-11-18 10:00:00+01:00,169.53333333333333,1424.5919019919356,32.32528735632184
2025-11-18 11:00:00+01:00,99.78333333333333,1318.8489979265548,53.187356321839076
2025-11-18 12:00:00+01:00,116.25,1268.9148487845696,30.624137931034486
2025-11-18 13:00:00+01:00,139.83333333333334,1248.3537285496345,14.950574712643679
2025-11-18 14:00:00+01:00,177.88333333333333,1248.3537285496345,14.420689655172415
2025-11-18 15:00:00+01:00,143.98333333333332,1286.5386661287994,5.344827586206896
2025-11-18 16:00:00+01:00,144.6,1351.15932972431,0.8425287356321839
2025-11-18 17:00:00+01:00,146.81666666666666,1415.7799933198205,0.0
2025-11-18 18:00:00+01:00,142.01666666666668,1503.8990800409713,0.0
2025-11-18 19:00:00+01:00,213.95,1542.0840176201361,0.0
2025-11-18 20:00:00+01:00,120.2,1545.0213205108414,0.0
2025-11-18 21:00:00+01:00,123.5,1468.651445352511,0.0
2025-11-18 22:00:00+01:00,90.23333333333333,1263.0402430031588,0.0
2025-11-18 23:00:00+01:00,94.2,845.9432325230462,0.0
2025-11-19 00:00:00+01:00,98.3,634.4574243922848,0.0
2025-11-19 01:00:00+01:00,98.23333333333333,567.9788382100419,0.0
2025-11-19 02:00:00+01:00,95.26666666666667,596.5326618634061,0.0
2025-11-19 03:00:00+01:00,106.5,625.7365171394674,0.0
2025-11-19 04:00:00+01:00,99.5,719.3045944687336,0.0
2025-11-19 05:00:00+01:00,94.68333333333334,973.6928047076763,0.0
2025-11-19 06:00:00+01:00,95.03333333333333,1438.6091889374673,0.0
2025-11-19 07:00:00+01:00,90.91666666666667,1821.6535055041506,0.7425287356321839
2025-11-19 08:00:00+01:00,91.28333333333333,1687.1493943433306,12.142528735632185
2025-11-19 09:00:00+01:00,250.78333333333333,1538.0252710998122,25.095402298850573
2025-11-19 10:00:00+01:00,97.3,1418.1411720216904,28.101149425287357
2025-11-19 11:00:00+01:00,96.48333333333333,1312.8770850262658,59.270114942528735
2025-11-19 12:00:00+01:00,121.55,1263.1690439450933,78.13103448275862
2025-11-19 13:00:00+01:00,129.75,1242.7010270293165,46.37931034482759
2025-11-19 14:00:00+01:00,130.05,1242.7010270293165,19.847126436781608
2025-11-19 15:00:00+01:00,131.21666666666667,1280.7130584443307,23.20689655172414
2025-11-19 16:00:00+01:00,226.83333333333334,1345.0411116082012,2.598850574712644
