TIME     ;ta (°C);Ghoris (W/m2;Gbn (W(m2);w10 (m/s);EL (W/m2)
926;15,8;567;804;5,1;333
927;14;479;724;3,1;324
928;14;342;607;5,1;320
929;14,6;177;420;5,1;323
930;13;32;102;4,1;316
931;12;0;0;0;310
932;12,2;0;0;0;312
933;11;0;0;0;306
934;11;0;0;0;306
935;11,6;0;0;2,1;309
936;11;0;0;3,1;309
937;10;0;0;0;304
938;10,8;0;0;0;309
939;10;0;0;0;304
940;10;0;0;0;304
941;9,6;0;0;0;303
942;10;0;0;0;305
943;10;0;0;0;305
944;11;7;0;0;306
945;11;68;0;0;306
946;12;152;13;3,6;310
947;15,4;223;33;6,2;327
948;14;241;6;7,2;319
949;14,5;222;5;6,7;323
950;15;178;1;6,2;325
951;14;184;4;7,2;325
952;14;156;3;8,2;330
953;15,6;94;4;9,3;341
954;14;15;0;8,2;336
955;12;0;0;6,2;328
956;11,6;0;0;0;340
957;10;0;0;0;315
958;11;0;0;2,1;316
959;11;0;0;0;306
960;10,5;0;0;1,5;308
961;10;0;0;3,1;309
962;10,2;0;0;0;313
963;9;0;0;2,1;307
964;10;0;0;4,1;311
965;10,8;0;0;2,1;317
966;9;0;0;0;305
967;10;0;0;4,1;304
968;10,2;13;0;0;301
969;11;127;214;0;305
970;12;302;495;3,1;309
971;14,6;463;710;3,1;320
972;14;560;806;3,1;323
973;15;600;817;2,6;328
974;16,6;578;809;5,1;336
975;15,8;497;765;3,6;332
976;15;365;693;2,1;327
977;15,6;196;512;2,1;325
978;13;37;140;2,1;312
979;12;0;0;0;308
980;12;0;0;2,1;309
981;12;0;0;0;307
982;11;0;0;2,1;303
983;11,2;0;0;2,1;305
984;10;0;0;0;297
985;10;0;0;0;297
986;9;0;0;0;294
987;8;0;0;0;288
988;7;0;0;0;279
989;7,4;0;0;2,1;282
990;8;0;0;0;283
991;8;0;0;0;288
992;8,6;17;0;0;292
993;10,3;146;305;1;299
994;12;320;650;2,1;302
995;13;469;758;2,1;305
996;13;558;782;2,1;307
997;14;588;750;2,1;317
998;16;554;674;0;327
999;15,5;453;524;1;324
1000;15;312;387;2,1;318
1001;14,8;155;174;3,1;318
1002;13;31;26;2,1;311
1003;12;0;0;0;301
1004;11,6;0;0;0;302
1005;11;0;0;0;302
1006;11;0;0;0;306
1007;10,6;0;0;2,1;306
1008;11;0;0;5,1;307
1009;10;0;0;2,1;302
1010;9,6;0;0;2,6;301
1011;10;0;0;5,1;300
1012;8;0;0;0;292
1013;8,2;0;0;2,1;290
1014;7;0;0;2,1;283
1015;7;0;0;3,1;282
1016;7,2;18;0;2,1;285
1017;9,6;156;220;0;294
1018;12;340;698;5,1;298
1019;15,2;496;842;3,1;310
1020;14;599;904;5,1;306
1021;15;640;911;5,1;310
1022;16;616;910;4,1;313
1023;16;526;838;3,1;313
1024;16;383;740;2,1;314
1025;16,2;207;543;0;314
1026;14;41;157;0;308
1027;13;0;0;4,1;301
1028;12,2;0;0;3,1;299
1029;12;0;0;2,1;297
1030;10;0;0;3,1;289
1031;10;0;0;0;290
1032;10;0;0;2,1;288
1033;8;0;0;0;282
1034;6,6;0;0;0;276
1035;8;0;0;0;280
1036;8;0;0;0;280
1037;7,4;0;0;2,1;279
1038;8;0;0;0;285
1039;8;0;0;2,1;289
1040;10;14;0;3,1;305
1041;10;112;131;0;302
1042;12;227;107;3,1;310
1043;14,2;308;111;4,1;315
1044;13;371;170;5,1;319
1045;14;397;171;6,2;328
1046;16;383;169;6,2;346
1047;14;306;98;5,1;334
1048;13;206;60;6,2;330
1049;13;102;8;6,2;330
1050;11;18;0;3,1;323
1051;11;0;0;0;323
1052;12,2;0;0;3,1;329
1053;11;0;0;3,1;323
1054;11;0;0;4,1;321
1055;9,8;0;0;3,1;314
1056;10;0;0;2,1;317
1057;10;0;0;7,2;317
1058;9,6;0;0;6,2;316
1059;9,3;0;0;5,1;315
1060;9;0;0;4,1;312
1061;9,4;0;0;5,1;316
1062;9;0;0;4,1;317
1063;9;0;0;5,1;317
1064;8,8;6;0;3,1;325
1065;7;49;0;4,1;313
1066;8;104;0;0;318
1067;8,8;150;0;3,1;324
1068;8;182;0;5,1;319
1069;9;195;1;5,1;323
1070;10;187;0;9,3;330
1071;8;162;0;6,2;318
1072;8;120;0;6,2;318
1073;8,6;67;0;11,3;322
1074;7;14;0;7,2;313
1075;7;0;0;7,7;313
1076;7,8;0;0;12,3;316
1077;6;0;0;8,2;307
1078;6;0;0;8,2;306
1079;7;0;0;12,9;311
1080;6;0;0;8,2;299
1081;6;0;0;8,2;299
1082;7;0;0;12,9;298
1083;6;0;0;8,2;298
1084;6;0;0;9,3;297
1085;6;0;0;9,3;297
1086;6;0;0;7,2;296
1087;5;0;0;7,7;298
1088;5;10;0;11,3;301
1089;4;80;26;8,2;295
1090;4;168;40;8,2;295
1091;6,2;241;36;9,3;307
1092;6;290;21;7,7;305
1093;6;311;21;9,3;305
1094;7,2;300;54;12,9;311
1095;6;259;17;9,3;305
1096;6;192;14;8,2;305
1097;6,6;107;11;11,8;309
1098;6;23;0;9,3;304
1099;6,2;0;0;10;306
1100;6,4;0;0;10,8;307
1101;6;0;0;7,2;303
1102;6;0;0;6,2;303
1103;6,6;0;0;10,3;307
1104;6;0;0;8,2;303
1105;6;0;0;7,7;302
1106;6,2;0;0;11,3;305
1107;6;0;0;7,2;302
1108;6;0;0;7,2;302
1109;5,4;0;0;10,3;301
1110;5;0;0;5,1;299
1111;5;0;0;6,2;299
1112;4,8;11;0;9,8;301
1113;4;72;0;7,2;289
1114;5;130;0;4,6;295
1115;6;155;0;2,1;294
1116;6;224;5;3,1;298
1117;6;278;10;4,1;298
1118;7;303;17;6,2;309
1119;6;263;17;10,3;303
1120;6;195;14;10,3;303
1121;7;110;14;8,2;308
1122;6;24;0;7,7;303
1123;6;0;0;7,7;302
1124;6,2;0;0;6,2;305
1125;6;0;0;6,2;302
1126;6;0;0;7,2;304
1127;6,6;0;0;7,2;307
1128;6;0;0;8,2;302
1129;6;0;0;6,2;310
1130;6,4;0;0;7,2;314
1131;6;0;0;7,2;310
1132;6;0;0;5,1;310
1133;6,2;0;0;4,1;312
1134;6;0;0;7,2;309
1135;6;0;0;4,1;301
1136;6,4;12;0;3,1;303
1137;6;93;120;3,1;294
1138;6;210;55;4,1;294
1139;8;325;84;6,2;298
1140;8;467;266;4,1;295
1141;9;564;428;6,7;295
1142;10,4;593;598;5,1;296
1143;10;534;768;7,2;294
1144;10;410;768;7,2;294
1145;10,4;236;608;7,2;291
1146;9;55;181;5,1;284
1147;7;0;0;3,1;271
1148;7,2;0;0;3,1;272
1149;6;0;0;2,1;266
1150;5;0;0;0;263
1151;4,8;0;0;2,1;263
1152;4;0;0;0;259
1153;3;0;0;2,1;256
1154;3,4;0;0;2,6;259
1155;3,2;0;0;1,3;257
1156;3;0;0;0;254
1157;2,8;0;0;0;255
1158;3;0;0;0;254
1159;5;0;0;2,1;264
1160;4,6;26;23;2,1;265
1161;7;182;364;0;275
1162;9;369;748;0;289
1163;11;521;837;0;300
1164;12;625;893;2,1;304
1165;12;668;903;2,1;304
1166;14;644;895;3,1;314
1167;13;535;722;3,1;311
1168;13;365;478;0;311
1169;13,4;178;189;0;313
1170;12;48;57;0;307
1171;11;0;0;0;299
1172;10;0;0;0;291
1173;11;0;0;4,1;295
1174;11;0;0;5,1;295
1175;11;0;0;0;296
1176;8;0;0;0;281
1177;8;0;0;0;280
1178;8,2;0;0;0;282
1179;9;0;0;0;292
1180;9;0;0;2,1;296
1181;9,6;0;0;2,1;304
1182;9;0;0;4,1;301
1183;9;0;0;2,6;300
1184;8,8;13;0;3,1;300
1185;9,9;97;54;1,5;305
1186;11;214;89;0;308
1187;12,4;329;137;2,1;313
1188;12,2;394;175;2,3;310
1189;12;421;102;2,6;306
1190;14,6;406;174;2,1;314
1191;12;326;60;2,1;302
1192;12,5;223;63;2,1;306
1193;13;115;11;2,1;308
1194;12;25;0;2,1;311
1195;11;0;0;0;311
1196;13;0;0;0;325
1197;10;0;0;2,1;316
1198;9;0;0;0;312
1199;10,2;0;0;0;319
1200;9;0;0;0;312
1201;9;0;0;2,1;312
1202;9,6;0;0;0;317
1203;9,6;0;0;0;317
1204;9,1;0;0;0;309
1205;8,6;0;0;0;302
1206;8;0;0;0;296
1207;8;0;0;0;294
1208;8;13;0;2,1;292
1209;7;89;16;0;288
1210;8;178;15;0;292
1211;10,6;252;36;0;300
1212;11;302;52;0;305
1213;11;322;53;0;307
1214;12;311;53;0;315
1215;12;239;6;2,6;313
1216;11;155;1;4,1;311
1217;11,4;74;0;2,6;314
1218;11;19;0;5,1;314
1219;10;0;0;4,1;312
1220;8,6;0;0;2,1;310
1221;8;0;0;3,1;306
1222;8;0;0;0;306
1223;6,2;0;0;5,1;298
1224;5;0;0;2,1;285
1225;5;0;0;2,1;281
1226;5,2;0;0;2,1;277
1227;4;0;0;4,1;274
1228;4;0;0;3,1;274
1229;5,8;0;0;4,1;282
1230;5;0;0;5,1;276
1231;5;0;0;5,1;276
1232;6,2;28;47;5,1;277
1233;6,6;185;324;6,1;279
1234;7;376;646;7,2;279
1235;9;539;832;7,7;289
1236;8;606;631;5,1;287
1237;8;560;364;5,1;287
1238;9,2;415;180;8,7;290
1239;8;305;61;5,1;289
1240;7;183;17;8,8;287
1241;7;76;0;7,7;292
1242;6;20;0;7,7;289
1243;6;0;0;8,2;292
1244;4,4;0;0;7,7;288
1245;4;0;0;7,2;289
1246;4;0;0;6,2;289
1247;4,8;0;0;8,2;301
1248;4,4;0;0;8,2;288
1249;4;0;0;8,2;281
1250;4,2;0;0;3,1;281
1251;3;0;0;4,1;272
1252;3;0;0;6,2;270
1253;4;0;0;5,1;272
1254;3;0;0;5,1;271
1255;3;0;0;7,2;273
1256;4,2;15;0;3,1;282
1257;4;94;49;8,8;283
1258;4;184;43;7,2;288
1259;5;259;16;8,2;299
1260;6;434;231;7,2;292
1261;7;564;364;6,2;290
1262;8,2;616;646;5,1;292
1263;7;517;515;2,1;284
1264;7;372;389;5,1;281
1265;7;205;278;3,6;279
1266;6;51;45;5,1;272
1267;6;0;0;5,1;271
1268;5;0;0;2,1;269
1269;4,5;0;0;2,1;266
1270;4;0;0;2,1;264
1271;4,6;0;0;3,1;267
1272;4;0;0;2,1;263
1273;3;0;0;2,1;260
1274;4,2;0;0;2,1;264
1275;4,2;0;0;2,1;264
1276;4;0;0;3,1;262
1277;3,8;0;0;4,1;262
1278;4;0;0;3,1;262
1279;3;0;0;0;259
1280;3,4;33;117;3,1;262
1281;5;198;354;5,1;266
1282;6;385;720;5,1;270
1283;8,4;538;812;8,2;280
1284;8;630;835;5,1;284
1285;9;659;800;7,2;288
1286;10,2;624;673;6,2;292
1287;10;566;739;7,2;291
1288;10;439;786;5,1;287
1289;10;262;631;5,1;287
1290;9;72;229;0;282
1291;8;1;0;3,1;274
1292;7;0;0;3,1;272
1293;6;0;0;3,1;271
1294;6;0;0;2,6;276
1295;6;0;0;0;281
1296;5,5;0;0;0;284
1297;5;0;0;0;283
1298;4,4;0;0;2,1;287
1299;5;0;0;0;287
1300;4;0;0;2,1;280
1301;4,4;0;0;0;282
1302;5;0;0;0;284
1303;5,1;0;0;0;291
1304;5,2;22;0;0;292
1305;8;119;60;0;304
1306;9;209;50;0;308
1307;10;263;19;0;311
1308;11;410;157;4,1;310
1309;12;523;302;8,2;315
1310;13,2;571;485;8,2;319
1311;13;440;297;8,2;318
1312;12;278;137;8,2;313
1313;12,4;124;14;7,2;318
1314;12;31;0;8,2;318
1315;11;0;0;8,2;317
1316;10,2;0;0;4,1;320
1317;11;0;0;6,2;326
1318;10;0;0;7,7;322
1319;10,6;0;0;6,2;334
1320;11;0;0;5,1;334
1321;11;0;0;7,2;333
1322;11,4;0;0;7,2;339
1323;10;0;0;5,1;329
1324;10,9;0;0;6,1;336
1325;11,8;0;0;7,2;340
1326;11;0;0;6,2;336
1327;11;0;0;8,2;345
1328;12,6;11;0;9,3;355
1329;10,8;63;0;6,7;347
1330;9;121;0;4,1;325
1331;12,6;166;0;10,3;347
1332;11;238;5;9,3;337
1333;12;294;11;9,3;341
1334;13,4;319;58;8,2;352
1335;13;280;49;8,2;346
1336;13;212;31;6,2;346
1337;13,8;125;7;9,3;353
1338;12;32;0;8,2;341
1339;11;0;0;5,1;337
1340;13;0;0;10,8;348
1341;11;0;0;5,1;330
1342;10;0;0;6,2;324
1343;11,8;0;0;7,2;329
1344;10;0;0;6,2;319
1345;10;0;0;3,1;319
1346;12,6;0;0;7,2;335
1347;11;0;0;4,6;324
1348;11;0;0;9,8;324
1349;13,2;0;0;11,8;337
1350;11;0;0;6,2;330
1351;12;0;0;8,2;334
1352;14,8;11;0;16,4;357
1353;8;78;0;5,1;319
1354;8;170;4;4,1;319
1355;12;265;10;8,2;341
1356;12;443;232;5,1;327
1357;11;575;401;5,1;316
1358;14,2;629;624;6,2;325
1359;14,3;561;740;6,2;323
1360;14,5;434;708;6,2;324
1361;14,6;262;552;6,2;321
1362;12;76;238;6,2;311
1363;11;1;0;8,2;306
1364;12;0;0;12,3;313
1365;11;0;0;6,2;308
1366;10;0;0;5,1;304
1367;11,2;0;0;9,3;311
1368;10;0;0;6,2;301
1369;10;0;0;9,3;298
1370;10,8;0;0;7,7;299
1371;10;0;0;8,2;294
1372;9;0;0;4,1;290
1373;10,4;0;0;6,2;297
1374;9;0;0;5,1;289
1375;9;0;0;4,1;290
1376;10,6;39;114;2,1;297
1377;10;211;226;3,1;299
1378;11;387;645;4,1;304
1379;14;521;668;4,1;320
1380;12;547;400;5,1;318
1381;13;476;199;7,2;329
1382;13,2;327;44;12,9;345
1383;12;317;61;4,1;327
1384;12;264;76;3,6;322
1385;12;171;117;4,1;318
1386;9;55;25;2,1;303
1387;8;1;0;2,1;293
1388;9,8;0;0;3,1;298
1389;9;0;0;5,1;291
1390;9;0;0;2,1;291
1391;8,6;0;0;0;292
1392;8;0;0;4,1;291
1393;8;0;0;2,1;294
1394;10,4;0;0;2,6;309
1395;9;0;0;2,1;298
1396;6;0;0;2,1;282
1397;8;0;0;0;288
1398;6;0;0;0;278
1399;7;0;0;2,6;282
1400;7,8;20;0;0;288
1401;8;107;27;0;287
1402;9;198;16;2,1;291
1403;11;272;50;3,1;302
1404;11,9;391;112;2,8;310
1405;12,7;480;199;2,4;313
1406;13,6;519;311;2,1;316
1407;12;497;424;6,2;307
1408;12;405;518;5,1;308
1409;12,6;256;424;5,1;307
1410;11;79;213;5,1;299
1411;10,8;2;0;6,2;297
1412;10,3;0;0;6,2;295
1413;9,8;0;0;4,1;294
1414;9,4;0;0;0;292
1415;9,3;0;0;3,1;291
1416;9,4;0;0;5,1;296
1417;9,7;0;0;5,1;305
1418;10,1;0;0;5,1;307
1419;10,3;0;0;7,2;306
1420;10,4;0;0;8,2;304
1421;10,2;0;0;5,1;301
1422;10,1;0;0;7,2;300
1423;10;0;0;8,2;299
1424;11,4;49;143;7,2;303
1425;11;235;512;5,1;300
1426;12;428;772;7,2;304
1427;14,6;585;868;8,7;316
1428;13;677;860;5,1;313
1429;13;698;772;5,1;318
1430;15;647;676;7,7;330
1431;15;567;692;5,1;329
1432;15;434;634;4,1;328
1433;16,2;264;498;9,8;332
1434;12;75;111;10,3;317
1435;11;2;0;5,1;319
1436;12,6;0;0;8,2;340
1437;11;0;0;7,7;331
1438;10;0;0;5,1;326
1439;10,4;0;0;6,2;330
1440;10;0;0;6,2;311
1441;10;0;0;5,1;305
1442;10,4;0;0;6,2;298
1443;10,3;0;0;7,2;297
1444;10,1;0;0;8,3;294
1445;10;0;0;9,3;292
1446;9;0;0;7,7;292
1447;9;0;0;7,7;295
1448;10;48;115;7,7;304
1449;8;196;315;8,2;296
1450;10;290;176;5,1;309
1451;9,6;281;19;9,8;312
1452;9;493;298;5,1;304
1453;11;644;539;7,2;308
1454;12,6;691;741;8,7;311
1455;12,8;609;842;10,3;308
1456;12;465;753;6,2;307
1457;12,8;284;608;10,3;308
1458;11;88;208;6,2;302
1459;11;3;0;5,1;302
1460;10,2;0;0;4,1;298
1461;10;0;0;0;303
1462;10;0;0;3,1;309
1463;10,4;0;0;0;315
1464;9;0;0;0;307
1465;9;0;0;2,1;307
1466;9,8;0;0;0;305
1467;8,4;0;0;1,5;304
1468;7;0;0;3,1;298
1469;6,6;0;0;6,7;298
1470;6;0;0;4,1;294
1471;6;0;0;5,1;294
1472;5,4;27;0;6,2;294
1473;6;117;4;6,2;294
1474;6;210;45;5,1;289
1475;8;285;20;4,1;295
1476;8;471;228;5,1;292
1477;10;609;367;5,1;298
1478;10,4;665;642;6,2;296
1479;10;595;772;6,2;294
1480;10;465;736;4,1;294
1481;10,4;290;607;6,2;293
1482;10;98;299;5,1;292
1483;10;4;0;5,1;292
1484;8;0;0;3,1;281
1485;7;0;0;5,1;276
1486;7;0;0;6,2;275
1487;7;0;0;4,1;275
1488;6;0;0;0;271
1489;6,1;0;0;2,6;271
1490;6,2;0;0;5,1;273
1491;6,1;0;0;5,1;273
1492;6;0;0;5,1;271
1493;5,2;0;0;3,6;271
1494;4;0;0;2,6;264
1495;4;0;0;2,6;264
1496;4;60;175;0;267
1497;6;254;512;0;273
1498;7;453;799;2,1;272
1499;9,8;614;913;2,1;283
1500;9;720;939;2,1;280
1501;10;759;942;3,1;289
1502;11,6;727;923;2,1;298
1503;11;638;906;2,1;294
1504;11;491;820;3,1;294
1505;11,2;300;654;3,1;298
1506;10;100;268;3,1;292
1507;9;4;0;5,1;289
1508;9,6;0;0;4,1;294
1509;9;0;0;4,1;296
1510;9;0;0;4,1;302
1511;10,6;0;0;2,1;318
1512;9;0;0;0;309
1513;9;0;0;0;309
1514;8,4;0;0;0;305
1515;7,7;0;0;0;302
1516;7;0;0;0;294
1517;7,6;0;0;0;299
1518;7;0;0;0;295
1519;7;0;0;0;294
1520;8,6;30;0;0;303
1521;10;121;10;0;310
1522;11;213;32;3,1;316
1523;12,2;288;50;4,1;322
1524;12;338;52;4,1;325
1525;13;357;52;3,1;334
1526;13,6;345;52;3,1;345
1527;13;367;111;4,1;328
1528;13;328;168;5,1;320
1529;14;226;213;4,1;323
1530;12;74;67;3,1;313
1531;11;3;0;2,1;310
1532;12,2;0;0;3,1;318
1533;11;0;0;4,1;314
1534;12;0;0;5,1;318
1535;12,6;0;0;2,6;326
1536;12;0;0;4,1;326
1537;12;0;0;4,1;332
1538;12,4;0;0;4,1;343
1539;11;0;0;5,1;334
1540;11;0;0;5,1;334
1541;11,8;0;0;4,1;341
1542;11;0;0;6,2;327
1543;11;0;0;6,2;327
1544;12;20;0;4,1;326
1545;11;79;0;6,2;321
1546;11;137;0;3,1;322
1547;12;184;0;5,1;329
1548;11;216;1;7,2;327
1549;11;228;1;7,2;327
1550;11;220;1;9,3;337
1551;9;193;1;5,1;325
1552;9;149;0;7,7;325
1553;11,6;92;0;9,3;340
1554;11;32;0;3,1;334
1555;11;2;0;4,1;334
1556;12,2;0;0;6,2;342
1557;10;0;0;5,1;318
1558;10;0;0;3,1;310
1559;11;0;0;4,1;308
1560;9;0;0;2,1;298
1561;8;0;0;0;294
1562;9,2;0;0;0;297
1563;8;0;0;2,6;290
1564;8;0;0;2,1;290
1565;10;0;0;0;300
1566;8;0;0;0;294
1567;8,7;0;0;0;304
1568;9,4;34;0;0;310
1569;11;126;11;0;316
1570;12;218;32;4,1;323
1571;13,2;292;49;0;330
1572;12;342;51;4,1;320
1573;13;360;51;3,1;324
1574;14;348;51;7,2;322
1575;13;270;10;8,2;325
1576;11;182;2;5,1;317
1577;11,4;93;0;9,3;338
1578;10;33;0;7,2;330
1579;10;2;0;7,2;330
1580;11,6;0;0;10,3;340
1581;10;0;0;7,2;323
1582;10;0;0;5,1;323
1583;11,2;0;0;7,7;325
1584;9;0;0;5,1;317
1585;9;0;0;2,1;317
1586;10;0;0;0;332
1587;9;0;0;0;324
1588;8;0;0;2,6;319
1589;9,2;0;0;2,6;326
1590;8;0;0;0;313
1591;8;0;0;3,1;313
1592;9;36;0;2,1;313
1593;8;129;11;3,1;301
1594;10;221;32;3,1;304
1595;12,2;296;50;4,1;308
1596;11;345;52;3,6;309
1597;12;364;52;3,6;319
1598;13,2;351;52;3,1;331
1599;11;308;50;4,1;321
1600;11;238;33;4,1;321
1601;12,2;148;22;3,1;328
1602;11;47;0;2,1;326
1603;11;2;0;0;326
1604;10,4;0;0;3,1;332
1605;8;0;0;4,1;308
1606;8;0;0;2,6;302
1607;9,6;0;0;0;302
1608;8;0;0;2,1;299
1609;7;0;0;3,1;297
1610;9,6;0;0;3,1;312
1611;8;0;0;3,1;302
1612;9;0;0;4,1;303
1613;9,8;0;0;7,2;300
1614;8;0;0;4,6;294
1615;8;1;0;4,6;296
1616;8,8;59;64;3,6;304
1617;8;196;129;4,1;299
1618;9;315;113;5,1;305
1619;12,8;393;167;4,1;322
1620;11;387;77;4,1;319
1621;11;325;12;3,1;324
1622;12,4;226;7;6,2;338
1623;11;275;11;4,1;325
1624;11,3;268;68;6,2;325
1625;11,6;198;107;4,1;321
1626;11;95;141;5,1;310
1627;11;6;0;5,1;306
1628;11;0;0;6,2;298
1629;10;0;0;7,2;293
1630;8;0;0;0;285
1631;8;0;0;0;287
1632;6;0;0;2,1;277
1633;6;0;0;2,1;277
1634;7,8;0;0;2,1;287
1635;6;0;0;0;278
1636;6;0;0;0;278
1637;7,2;0;0;2,1;285
1638;7;0;0;2,1;286
1639;7;1;0;2,1;291
1640;8,8;26;0;3,1;301
1641;8;103;0;6,2;296
1642;8;202;4;5,1;294
1643;10;303;18;8,2;304
1644;9;353;21;5,1;296
1645;10;372;21;5,1;300
1646;11,8;360;21;10,3;304
1647;11;350;38;10,3;300
1648;11;297;104;9,3;302
1649;11;202;120;8,2;301
1650;9;80;61;7,2;293
1651;8;5;0;5,1;289
1652;8,8;0;0;8,2;288
1653;8;0;0;5,1;284
1654;8;0;0;4,1;284
1655;8,4;0;0;2,1;287
1656;8;0;0;2,1;288
1657;7,9;0;0;1;290
1658;7,8;0;0;0;290
1659;7;0;0;2,1;287
1660;6;0;0;0;285
1661;7,2;0;0;0;294
1662;6;0;0;0;287
1663;6;1;0;0;290
1664;7,4;42;0;0;298
1665;6;137;5;0;294
1666;8;231;15;0;303
1667;9,6;305;51;0;311
1668;11;394;38;2,1;316
1669;11;453;90;0;313
1670;12,2;472;167;2,1;317
1671;11;351;77;2,1;314
1672;11;217;18;5,1;318
1673;10,6;98;0;2,1;329
1674;9;37;0;2,1;321
1675;9,3;2;0;2,6;324
1676;9,6;0;0;3,1;326
1677;8;0;0;4,1;306
1678;7;0;0;4,1;298
1679;8;0;0;0;302
1680;6;0;0;0;289
1681;5;0;0;2,6;282
1682;6,4;0;0;0;286
1683;6;0;0;0;284
1684;6;0;0;0;283
1685;5,8;0;0;0;280
1686;5;0;0;0;278
1687;5;2;0;0;278
1688;7;44;0;0;289
1689;8;123;5;0;292
1690;9;177;3;2,1;297
1691;10,8;196;1;2,1;305
1692;10;226;1;0;304
1693;11;238;1;2,1;309
1694;12,4;230;1;3,1;318
1695;11;243;5;2,1;311
1696;11;218;5;3,1;314
1697;11,8;156;12;0;318
1698;11;60;0;3,1;315
1699;9;4;0;6,2;309
1700;9;0;0;3,1;311
1701;8;0;0;6,2;305
1702;8;0;0;2,1;301
1703;7,8;0;0;3,1;307
1704;7;0;0;3,1;297
1705;5;0;0;0;284
1706;6;0;0;0;284
1707;5;0;0;8,2;271
1708;4;0;0;0;271
1709;7,2;0;0;0;284
1710;8;0;0;3,1;287
1711;8;3;0;3,1;287
1712;10,2;97;270;5,1;297
1713;10;299;566;4,1;294
1714;11;496;796;5,1;300
1715;13,6;652;876;3,1;312
1716;13;755;896;5,1;309
1717;13;794;901;5,1;309
1718;15;766;897;5,1;318
1719;13;679;896;4,1;307
1720;13;529;830;4,1;302
1721;14,6;335;691;4,1;311
1722;12;129;386;2,6;299
1723;12;9;0;2,1;305
1724;11,8;0;0;3,1;306
1725;11;0;0;0;302
1726;10;0;0;0;297
1727;10;0;0;2,1;299
1728;9;0;0;0;293
1729;9;0;0;0;293
1730;9,2;0;0;0;295
1731;9,2;0;0;0;295
1732;9;0;0;2,1;300
1733;10,6;0;0;2,1;314
1734;10;0;0;0;308
1735;9;3;0;0;298
1736;11;85;137;0;304
1737;13;236;289;0;312
1738;13;352;167;2,1;312
1739;13,8;407;118;0;316
1740;13;471;162;0;312
1741;13;494;161;2,1;313
1742;16;477;161;2,1;327
1743;15;450;211;3,1;326
1744;16;371;168;5,1;337
1745;16;248;144;5,1;341
1746;15;110;210;0;334
1747;14;9;0;2,1;321
1748;13,6;0;0;0;316
1749;13;0;0;0;312
1750;13;0;0;2,1;313
1751;13;0;0;0;315
1752;12;0;0;0;309
1753;12;0;0;3,1;309
1754;12;0;0;0;312
1755;11;0;0;0;306
1756;9;0;0;0;295
1757;9,8;0;0;0;300
1758;10;0;0;0;299
1759;11;4;0;0;304
1760;12;66;28;0;310
1761;12;229;216;3,1;309
1762;14;424;415;4,1;318
1763;16;605;618;5,1;327
1764;16;643;490;0;326
1765;17,2;597;326;0;324
1766;18,4;482;148;0;329
1767;16;423;162;5,1;320
1768;16;330;86;3,1;326
1769;16;210;87;3,1;327
1770;14;100;87;0;317
1771;14;9;0;0;317
1772;13,4;0;0;0;316
1773;12;0;0;0;307
1774;12;0;0;0;301
1775;11,2;0;0;0;301
1776;11;0;0;2,1;297
1777;11;0;0;0;297
1778;10,6;0;0;0;297
1779;9;0;0;0;288
1780;9;0;0;0;288
1781;8,4;0;0;0;284
1782;8;0;0;0;282
1783;9;6;0;0;287
1784;9,8;110;290;0;293
1785;13;314;566;0;305
1786;13;510;791;0;305
1787;15,8;665;865;0;319
1788;15;718;668;0;316
1789;16;654;458;2,6;327
1790;17;482;171;2,1;332
1791;16;454;208;5,1;328
1792;16;377;168;5,1;327
1793;16,2;254;146;4,1;328
1794;15;111;127;4,1;322
1795;14;9;0;4,1;318
1796;14,2;0;0;2,1;322
1797;13;0;0;5,1;314
1798;13;0;0;4,1;316
1799;12,8;0;0;0;314
1800;11;0;0;0;304
1801;11;0;0;0;304
1802;10,8;0;0;0;305
1803;10;0;0;0;299
1804;11;0;0;4,1;305
1805;13;0;0;4,1;316
1806;12;0;0;5,1;314
1807;12;5;0;5,1;314
1808;13,8;96;150;6,2;323
1809;14;248;291;5,1;322
1810;15;363;199;5,1;328
1811;17,4;417;117;7,2;333
1812;17;443;117;7,2;332
1813;16;425;71;5,1;328
1814;17;369;18;8,2;334
1815;16;325;49;5,1;332
1816;16;254;33;5,1;338
1817;15,2;163;8;7,2;340
1818;14;66;0;8,2;333
1819;14;5;0;6,2;333
1820;15;0;0;7,2;338
1821;14;0;0;7,2;330
1822;14;0;0;4,1;328
1823;14,2;0;0;2,1;327
1824;13;0;0;0;319
1825;12;0;0;0;313
1826;14;0;0;4,1;322
1827;13;0;0;0;323
1828;13;0;0;2,1;329
1829;12,6;0;0;7,2;332
1830;11;0;0;0;316
1831;10;4;0;0;307
1832;11,8;88;91;3,1;310
1833;12;273;351;2,1;309
1834;13;476;571;2,1;313
1835;16,4;652;724;6,2;331
1836;16;740;767;5,1;332
1837;17;761;728;6,2;340
1838;18,8;719;649;5,1;351
1839;17;603;540;7,7;340
1840;17;441;389;4,1;342
1841;16;260;228;5,1;337
1842;16;95;65;4,1;336
1843;15;7;0;3,1;333
1844;14,6;0;0;0;335
1845;13;0;0;0;328
1846;13;0;0;0;324
1847;13,6;0;0;0;329
1848;13;0;0;0;324
1849;12;0;0;2,1;317
1850;12,8;0;0;2,1;320
1851;12;0;0;2,1;316
1852;12;0;0;0;318
1853;12;0;0;0;322
1854;11;0;0;0;314
